1777373715.315585000,56,127.0.0.8,127.0.0.1,221
1777373716.316044000,56,127.0.0.8,127.0.0.1,221
1777373716.316086000,56,127.0.0.8,127.0.0.1,221
1777373716.316101000,56,127.0.0.8,127.0.0.1,221
1777373717.316454000,56,127.0.0.8,127.0.0.1,221
1777373717.316494000,56,127.0.0.8,127.0.0.1,221
1777373717.316512000,56,127.0.0.8,127.0.0.1,221
1777373721.598549000,1,127.0.0.2,127.0.0.8,24
1777373721.598793000,2,127.0.0.8,127.0.0.2,24
1777373725.250630000,50,127.0.0.2,127.0.0.8,1107
1777373725.253413000,51,127.0.0.8,127.0.0.2,131
1777373725.280933000,52,127.0.0.2,127.0.0.8,446
1777373725.281765000,53,127.0.0.8,127.0.0.2,29
1777373731.603357000,1,127.0.0.2,127.0.0.8,24
1777373731.603697000,2,127.0.0.8,127.0.0.2,24
1777373741.613369000,1,127.0.0.2,127.0.0.8,24
1777373741.613772000,2,127.0.0.8,127.0.0.2,24
1777373744.314874000,56,127.0.0.8,127.0.0.1,221
1777373744.314940000,56,127.0.0.8,127.0.0.1,221
1777373744.314979000,56,127.0.0.8,127.0.0.1,221
1777373744.315015000,56,127.0.0.8,127.0.0.1,221
1777373745.315365000,56,127.0.0.8,127.0.0.1,221
1777373745.315439000,56,127.0.0.8,127.0.0.1,221
1777373745.315472000,56,127.0.0.8,127.0.0.1,221
1777373745.315483000,56,127.0.0.8,127.0.0.1,221
1777373746.316016000,56,127.0.0.8,127.0.0.1,221
1777373746.316065000,56,127.0.0.8,127.0.0.1,221
1777373746.316089000,56,127.0.0.8,127.0.0.1,221
1777373746.316105000,56,127.0.0.8,127.0.0.1,221
1777373747.316479000,56,127.0.0.8,127.0.0.1,221
1777373747.316525000,56,127.0.0.8,127.0.0.1,221
1777373747.316538000,56,127.0.0.8,127.0.0.1,221
1777373747.316551000,56,127.0.0.8,127.0.0.1,221
1777373751.622351000,1,127.0.0.2,127.0.0.8,24
1777373751.622676000,2,127.0.0.8,127.0.0.2,24
1777373758.300325000,54,127.0.0.2,127.0.0.8,24
1777373758.303954000,55,127.0.0.8,127.0.0.2,365
1777373758.466277000,50,127.0.0.2,127.0.0.8,1107
1777373758.469606000,51,127.0.0.8,127.0.0.2,131
1777373758.508636000,52,127.0.0.2,127.0.0.8,446
1777373758.511916000,53,127.0.0.8,127.0.0.2,29
1777373761.623300000,1,127.0.0.2,127.0.0.8,24
1777373761.623572000,2,127.0.0.8,127.0.0.2,24
1777373771.632344000,1,127.0.0.2,127.0.0.8,24
1777373771.632652000,2,127.0.0.8,127.0.0.2,24
1777373774.314903000,56,127.0.0.8,127.0.0.1,221
1777373774.315007000,56,127.0.0.8,127.0.0.1,221
1777373774.315081000,56,127.0.0.8,127.0.0.1,221
1777373774.315170000,56,127.0.0.8,127.0.0.1,221
1777373775.315270000,56,127.0.0.8,127.0.0.1,221
1777373775.315325000,56,127.0.0.8,127.0.0.1,221
1777373775.315340000,56,127.0.0.8,127.0.0.1,221
1777373775.315355000,56,127.0.0.8,127.0.0.1,221
1777373776.315783000,56,127.0.0.8,127.0.0.1,221
1777373776.315826000,56,127.0.0.8,127.0.0.1,221
1777373776.315840000,56,127.0.0.8,127.0.0.1,221
1777373776.315853000,56,127.0.0.8,127.0.0.1,221
1777373777.316293000,56,127.0.0.8,127.0.0.1,221
1777373777.316338000,56,127.0.0.8,127.0.0.1,221
1777373777.316351000,56,127.0.0.8,127.0.0.1,221
1777373777.316365000,56,127.0.0.8,127.0.0.1,221
1777373781.639316000,1,127.0.0.2,127.0.0.8,24
1777373781.639641000,2,127.0.0.8,127.0.0.2,24
1777373791.565335000,50,127.0.0.2,127.0.0.8,1107
1777373791.567476000,51,127.0.0.8,127.0.0.2,131
1777373791.601474000,52,127.0.0.2,127.0.0.8,446
1777373791.604483000,53,127.0.0.8,127.0.0.2,29
1777373791.640971000,1,127.0.0.2,127.0.0.8,24
1777373791.641490000,2,127.0.0.8,127.0.0.2,24
1777373801.648327000,1,127.0.0.2,127.0.0.8,24
1777373801.648682000,2,127.0.0.8,127.0.0.2,24
1777373804.314821000,56,127.0.0.8,127.0.0.1,221
1777373804.314896000,56,127.0.0.8,127.0.0.1,221
1777373804.314940000,56,127.0.0.8,127.0.0.1,221
1777373804.314980000,56,127.0.0.8,127.0.0.1,221
1777373804.315020000,56,127.0.0.8,127.0.0.1,221
1777373805.315389000,56,127.0.0.8,127.0.0.1,221
1777373805.315452000,56,127.0.0.8,127.0.0.1,221
1777373805.315478000,56,127.0.0.8,127.0.0.1,221
1777373805.315499000,56,127.0.0.8,127.0.0.1,221
1777373805.315520000,56,127.0.0.8,127.0.0.1,221
1777373806.316491000,56,127.0.0.8,127.0.0.1,221
1777373806.316550000,56,127.0.0.8,127.0.0.1,221
1777373806.316574000,56,127.0.0.8,127.0.0.1,221
1777373806.316594000,56,127.0.0.8,127.0.0.1,221
1777373806.316614000,56,127.0.0.8,127.0.0.1,221
1777373807.316877000,56,127.0.0.8,127.0.0.1,221
1777373807.316953000,56,127.0.0.8,127.0.0.1,221
1777373807.316977000,56,127.0.0.8,127.0.0.1,221
1777373807.316996000,56,127.0.0.8,127.0.0.1,221
1777373807.317017000,56,127.0.0.8,127.0.0.1,221
1777373811.654271000,1,127.0.0.2,127.0.0.8,24
1777373811.654557000,2,127.0.0.8,127.0.0.2,24
1777373821.663257000,1,127.0.0.2,127.0.0.8,24
1777373821.663542000,2,127.0.0.8,127.0.0.2,24
1777373831.672362000,1,127.0.0.2,127.0.0.8,24
1777373831.672801000,2,127.0.0.8,127.0.0.2,24
1777373834.315144000,56,127.0.0.8,127.0.0.1,221
1777373834.315280000,56,127.0.0.8,127.0.0.1,221
1777373834.315365000,56,127.0.0.8,127.0.0.1,221
1777373834.315439000,56,127.0.0.8,127.0.0.1,221
1777373834.315508000,56,127.0.0.8,127.0.0.1,221
1777373835.315418000,56,127.0.0.8,127.0.0.1,221
1777373835.315468000,56,127.0.0.8,127.0.0.1,221
1777373835.315488000,56,127.0.0.8,127.0.0.1,221
1777373835.315505000,56,127.0.0.8,127.0.0.1,221
1777373835.315606000,56,127.0.0.8,127.0.0.1,221
1777373836.316119000,56,127.0.0.8,127.0.0.1,221
1777373836.316186000,56,127.0.0.8,127.0.0.1,221
1777373836.316202000,56,127.0.0.8,127.0.0.1,221
1777373836.316214000,56,127.0.0.8,127.0.0.1,221
1777373836.316227000,56,127.0.0.8,127.0.0.1,221
1777373837.316344000,56,127.0.0.8,127.0.0.1,221
1777373837.316385000,56,127.0.0.8,127.0.0.1,221
1777373837.316406000,56,127.0.0.8,127.0.0.1,221
1777373837.316430000,56,127.0.0.8,127.0.0.1,221
1777373837.316446000,56,127.0.0.8,127.0.0.1,221
1777373841.673967000,1,127.0.0.2,127.0.0.8,24
1777373841.674256000,2,127.0.0.8,127.0.0.2,24
1777373851.674798000,1,127.0.0.2,127.0.0.8,24
1777373851.675084000,2,127.0.0.8,127.0.0.2,24
1777373861.681384000,1,127.0.0.2,127.0.0.8,24
1777373861.681699000,2,127.0.0.8,127.0.0.2,24
1777373864.314739000,56,127.0.0.8,127.0.0.1,221
1777373864.314848000,56,127.0.0.8,127.0.0.1,221
1777373864.314932000,56,127.0.0.8,127.0.0.1,221
1777373864.315008000,56,127.0.0.8,127.0.0.1,221
1777373864.315081000,56,127.0.0.8,127.0.0.1,221
1777373865.315502000,56,127.0.0.8,127.0.0.1,221
1777373865.315547000,56,127.0.0.8,127.0.0.1,221
1777373865.315566000,56,127.0.0.8,127.0.0.1,221
1777373865.315582000,56,127.0.0.8,127.0.0.1,221
1777373865.315597000,56,127.0.0.8,127.0.0.1,221
1777373866.316232000,56,127.0.0.8,127.0.0.1,221
1777373866.316484000,56,127.0.0.8,127.0.0.1,221
1777373866.316523000,56,127.0.0.8,127.0.0.1,221
1777373866.316536000,56,127.0.0.8,127.0.0.1,221
1777373866.316547000,56,127.0.0.8,127.0.0.1,221
1777373867.317441000,56,127.0.0.8,127.0.0.1,221
1777373867.317494000,56,127.0.0.8,127.0.0.1,221
1777373867.317516000,56,127.0.0.8,127.0.0.1,221
1777373867.317532000,56,127.0.0.8,127.0.0.1,221
1777373867.317546000,56,127.0.0.8,127.0.0.1,221
1777373871.690392000,1,127.0.0.2,127.0.0.8,24
1777373871.690803000,2,127.0.0.8,127.0.0.2,24
1777373881.697276000,1,127.0.0.2,127.0.0.8,24
1777373881.697579000,2,127.0.0.8,127.0.0.2,24
1777373891.706332000,1,127.0.0.2,127.0.0.8,24
1777373891.706646000,2,127.0.0.8,127.0.0.2,24
1777373894.315007000,56,127.0.0.8,127.0.0.1,221
1777373894.315075000,56,127.0.0.8,127.0.0.1,221
1777373894.315120000,56,127.0.0.8,127.0.0.1,221
1777373894.315179000,56,127.0.0.8,127.0.0.1,221
1777373894.315224000,56,127.0.0.8,127.0.0.1,221
1777373895.315363000,56,127.0.0.8,127.0.0.1,221
1777373895.315402000,56,127.0.0.8,127.0.0.1,221
1777373895.315415000,56,127.0.0.8,127.0.0.1,221
1777373895.315425000,56,127.0.0.8,127.0.0.1,221
1777373895.315440000,56,127.0.0.8,127.0.0.1,221
1777373896.316447000,56,127.0.0.8,127.0.0.1,221
1777373896.316488000,56,127.0.0.8,127.0.0.1,221
1777373896.316501000,56,127.0.0.8,127.0.0.1,221
1777373896.316511000,56,127.0.0.8,127.0.0.1,221
1777373896.316522000,56,127.0.0.8,127.0.0.1,221
1777373897.317476000,56,127.0.0.8,127.0.0.1,221
1777373897.317529000,56,127.0.0.8,127.0.0.1,221
1777373897.317550000,56,127.0.0.8,127.0.0.1,221
1777373897.317567000,56,127.0.0.8,127.0.0.1,221
1777373897.317585000,56,127.0.0.8,127.0.0.1,221
1777373901.715441000,1,127.0.0.2,127.0.0.8,24
1777373901.715734000,2,127.0.0.8,127.0.0.2,24
1777373911.722377000,1,127.0.0.2,127.0.0.8,24
1777373911.723376000,2,127.0.0.8,127.0.0.2,24
1777373921.730494000,1,127.0.0.2,127.0.0.8,24
1777373921.731025000,2,127.0.0.8,127.0.0.2,24
1777373924.314910000,56,127.0.0.8,127.0.0.1,221
1777373924.314986000,56,127.0.0.8,127.0.0.1,221
1777373924.315033000,56,127.0.0.8,127.0.0.1,221
1777373924.315078000,56,127.0.0.8,127.0.0.1,221
1777373924.315119000,56,127.0.0.8,127.0.0.1,221
1777373925.315310000,56,127.0.0.8,127.0.0.1,221
1777373925.315379000,56,127.0.0.8,127.0.0.1,221
1777373925.315401000,56,127.0.0.8,127.0.0.1,221
1777373925.315420000,56,127.0.0.8,127.0.0.1,221
1777373925.315440000,56,127.0.0.8,127.0.0.1,221
1777373926.316325000,56,127.0.0.8,127.0.0.1,221
1777373926.316373000,56,127.0.0.8,127.0.0.1,221
1777373926.316388000,56,127.0.0.8,127.0.0.1,221
1777373926.316398000,56,127.0.0.8,127.0.0.1,221
1777373926.316409000,56,127.0.0.8,127.0.0.1,221
1777373927.317485000,56,127.0.0.8,127.0.0.1,221
1777373927.317545000,56,127.0.0.8,127.0.0.1,221
1777373927.317569000,56,127.0.0.8,127.0.0.1,221
1777373927.317590000,56,127.0.0.8,127.0.0.1,221
1777373927.317609000,56,127.0.0.8,127.0.0.1,221
